GEOID,lat,lon,image_path,median_income
9170361401,41.30866527745529,-72.93128496703595, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09170361401.png,46888
9160310500,41.81251088646057,-73.10010620792848, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09160310500.png,80500
9110511200,41.776988029349674,-72.59099795036636, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09110511200.png,69141
9120071400,41.18574440846368,-73.19975424135767, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09120071400.png,48477
9110514101,41.80347592232452,-72.49049112590811, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09110514101.png,117250
9170154500,41.27892749350808,-72.94656085872536, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09170154500.png,56978
9170170700,41.5324426885355,-72.81622901098241, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09170170700.png,74276
9110420602,41.68174654803304,-72.85347321364377, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09110420602.png,95970
9160310801,41.78578221033827,-73.1257877977115, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09160310801.png,56682
9140350400,41.55725454726685,-73.03010292025198, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09140350400.png,30500
9170175100,41.46137360823395,-72.81582978074388, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09170175100.png,82250
9110503700,41.78279789683258,-72.69881449636861, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09110503700.png,34877
9180702400,41.35514965498789,-72.07566791088328, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09180702400.png,76197
9110497600,41.76288454001521,-72.75398554533204, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09110497600.png,149643
9110514104,41.80749630584721,-72.51741470332594, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09110514104.png,76898
9160293100,42.001523243163845,-73.08078251387161, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09160293100.png,114904
9170165600,41.35589509402086,-72.93237436059263, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09170165600.png,67643
9110515200,41.75448177801755,-72.49257366837443, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09110515200.png,101161
9110416200,41.67887411843177,-72.77257922277848, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09110416200.png,28651
9170171202,41.51592339834494,-72.75843415553912, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09170171202.png,67446
9140351700,41.54488450676887,-73.04826160217274, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09140351700.png,37047
9120071200,41.17724797945086,-73.2042874087979, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09120071200.png,44550
9190010800,41.038360006270736,-73.60003293399193, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09190010800.png,202813
9110416100,41.67771306194284,-72.78069937925532, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09110416100.png,47030
9170166004,41.39784238304195,-72.9085759139429, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09170166004.png,97727
9170140900,41.316986577739506,-72.951048330708, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09170140900.png,47683
9110496200,41.72544596143769,-72.74700880125096, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09110496200.png,105139
9190043000,41.13212340159292,-73.4410444453784, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09190043000.png,130938
9110487100,41.856100113514735,-72.55507329477811, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09110487100.png,145750
9130542000,41.53977335250206,-72.63995175777937, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09130542000.png,100957
9190043400,41.126331037508265,-73.41991030004135, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09190043400.png,97763
9170171100,41.51855698648775,-72.79617258196224, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09170171100.png,86463
9120073600,41.1938430970004,-73.17766242980676, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09120073600.png,59033
9120072500,41.20946949997735,-73.2179522909142, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09120072500.png,68588
9170140400,41.28601688751493,-72.93426308052999, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09170140400.png,66250
9110502600,41.739657617742,-72.68892341520622, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09110502600.png,61917
9140405600,41.65843214826084,-72.97135085742298, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09140405600.png,90688
9110416800,41.68638077449831,-72.77711558511263, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09110416800.png,108125
9190010900,41.049886473515585,-73.57727682977887, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09190010900.png,215179
9110524300,42.0188301886361,-72.5360620310991, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09110524300.png,98000
9110481200,41.960124545214974,-72.58992671906627, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09110481200.png,89417
9110430302,41.57439151214126,-72.87379226764041, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09110430302.png,99231
9110492300,41.71838106432108,-72.68837715163733, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09110492300.png,93711
9110538202,41.997653446025616,-72.42603100059871, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09110538202.png,117845
9180690900,41.32473536695898,-72.094780512379, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09180690900.png,93733
9110496500,41.754952188731544,-72.7522931498094, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09110496500.png,171591
9130541600,41.56252722933316,-72.64908204391553, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09130541600.png,31028
9190021402,41.05240038647474,-73.56225400656433, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09190021402.png,52602
9160310300,41.800347030722136,-73.11778686008594, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09160310300.png,48438
9120072100,41.18584502262734,-73.21535183227282, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09120072100.png,63113
9170167301,41.36302767382553,-72.840573819995, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09170167301.png,130361
9120072600,41.22002950259124,-73.2280096425584, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09120072600.png,69737
9170165300,41.36350755808659,-72.91435670695962, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09170165300.png,120766
9190011200,41.01533418797602,-73.61989734479634, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09190011200.png,250001
9190050200,41.152144989539245,-73.35547803980039, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09190050200.png,217857
9110530100,41.86552938989425,-72.43499277316553, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09110530100.png,77788
9110501400,41.78192079507168,-72.69005642901497, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09110501400.png,30231
9140405700,41.6760789360517,-72.97090040342583, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09140405700.png,54385
9190021701,41.05645544540954,-73.52767330085213, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09190021701.png,60074
9170141000,41.318392016018,-72.96350037587419, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09170141000.png,122122
9120071900,41.19393309372501,-73.20206338783248, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09120071900.png,62478
9140405801,41.70092088924558,-72.95016928969282, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09140405801.png,100436
9110502400,41.73925048547578,-72.67622785061073, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09110502400.png,44712
9190030400,41.06696225878837,-73.49063817379049, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09190030400.png,250001
9140351000,41.57497345436411,-73.03485785129136, /Users/braydenwinnicki/CODE/econ_project/data/raw/images/09140351000.png,58452
