GEOID      , lat               , lon               , image_path                                                                                 , tile_idx, n_tiles_total, median_income
25001012601, 41.6612252        , -70.3320884       , /Users/braydenwinnicki/Desktop/econ_project/new_pipeline/data/raw/images/25001012601_0.png ,        0,             9,         66080
25001012601, 41.6561676        , -70.3240678       , /Users/braydenwinnicki/Desktop/econ_project/new_pipeline/data/raw/images/25001012601_1.png ,        1,             9,         66080
25001012601, 41.6612252        , -70.3240678       , /Users/braydenwinnicki/Desktop/econ_project/new_pipeline/data/raw/images/25001012601_2.png ,        2,             9,         66080
25001012601, 41.6561676        , -70.3160472       , /Users/braydenwinnicki/Desktop/econ_project/new_pipeline/data/raw/images/25001012601_3.png ,        3,             9,         66080
25001012601, 41.6612252        , -70.3160472       , /Users/braydenwinnicki/Desktop/econ_project/new_pipeline/data/raw/images/25001012601_4.png ,        4,             9,         66080
25001012601, 41.6662828        , -70.3160472       , /Users/braydenwinnicki/Desktop/econ_project/new_pipeline/data/raw/images/25001012601_5.png ,        5,             9,         66080
25001012601, 41.6713404        , -70.3160472       , /Users/braydenwinnicki/Desktop/econ_project/new_pipeline/data/raw/images/25001012601_6.png ,        6,             9,         66080
25001012601, 41.6662828        , -70.30802659999999, /Users/braydenwinnicki/Desktop/econ_project/new_pipeline/data/raw/images/25001012601_7.png ,        7,             9,         66080
25001012601, 41.6713404        , -70.30802659999999, /Users/braydenwinnicki/Desktop/econ_project/new_pipeline/data/raw/images/25001012601_8.png ,        8,             9,         66080
25001015100, 41.60526533333333 , -70.51700166666667, /Users/braydenwinnicki/Desktop/econ_project/new_pipeline/data/raw/images/25001015100_0.png ,        0,            16,         88048
25001015100, 41.6126955        , -70.51700166666667, /Users/braydenwinnicki/Desktop/econ_project/new_pipeline/data/raw/images/25001015100_1.png ,        1,            16,         88048
25001015100, 41.59783516666666 , -70.50340333333334, /Users/braydenwinnicki/Desktop/econ_project/new_pipeline/data/raw/images/25001015100_2.png ,        2,            16,         88048
